NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,last review safra
"Great location, new lower rates!!!",49238877871,verified,Angelo,Queens,Ditmars Steinway,40.77443,-73.91925,United States,US,False,moderate,Private room,2008.0,420.0,84.0,1,190,2021-10-01,2,2.0,4.0,340,,2110
Perfect 4-Bedroom Home Near Beach Subway Shops JFK,87035935955,verified,Natasha,Queens,Arverne,40.58921,-73.79508,United States,US,True,flexible,Entire home/apt,2021.0,404.0,81.0,30,102,2021-10-01,1,2.0,3.0,167,,2110
NYC Artists Loft in Chelsea,61853646744,unconfirmed,Michael,Manhattan,Chelsea,40.75249,-74.00163,United States,US,True,moderate,Entire home/apt,2019.0,498.0,100.0,30,15,2021-10-01,0,2.0,1.0,274,,2110
"6 minutes from La Guardia Airpt. Quiet, Clean Room",66151317777,verified,Luis,Queens,Woodside,40.74072,-73.89341,United States,US,True,strict,Private room,2014.0,525.0,105.0,1,115,2021-10-01,1,3.0,1.0,353,,2110
"Sunny, Cozy Single Room in Brooklyn",25888975159,unconfirmed,Karen,Brooklyn,East Flatbush,40.64608,-73.92479,United States,US,False,strict,Private room,2018.0,1177.0,235.0,30,10,2021-10-01,0,2.0,2.0,215,,2110
Studio a steps of ONU and Bryant Park 4,16944738067,verified,CRNY Monthly Rentals,Manhattan,Midtown,40.75109,-73.98271,United States,US,True,moderate,Entire home/apt,2020.0,900.0,180.0,30,11,2021-10-01,0,4.0,26.0,123,,2110
4 Bedroom 2000sf Midtown Private Townhouse,60542882699,unconfirmed,Lisa,Manhattan,Hell's Kitchen,40.76387,-73.98733,United States,US,False,strict,Entire home/apt,2011.0,366.0,73.0,2,40,2021-10-01,0,2.0,2.0,300,,2110
perfect Location! studio!best value!Sleeps3,12732478781,unconfirmed,Eran,Manhattan,Flatiron District,40.74158,-73.98406,United States,US,True,moderate,Entire home/apt,2018.0,451.0,90.0,30,12,2021-10-01,0,2.0,33.0,270,,2110
New Private Spacious Duplex in Trendy Bed-Stuy,16854169112,unconfirmed,Alina,Brooklyn,Bedford-Stuyvesant,40.69052,-73.94434,United States,US,True,moderate,Entire home/apt,2021.0,1106.0,221.0,30,126,2021-10-01,1,5.0,1.0,273,,2110
Family Friendly Stay in Brooklyn,87409083321,verified,Andria,Brooklyn,East Flatbush,40.64496,-73.95036,United States,US,True,strict,Private room,2020.0,252.0,50.0,30,106,2021-10-01,1,2.0,1.0,90,,2110
"Proud NYer room, Yankee Stadium apartment in Bronx",67162259681,unconfirmed,Genae,Bronx,Concourse,40.83288,-73.92006,United States,US,True,flexible,Private room,2003.0,706.0,141.0,3,26,2021-10-01,0,2.0,4.0,63,,2110
Huge 1 Bedroom  Oasis in Heart of Williamsburg,81493242554,verified,David,Brooklyn,Williamsburg,40.71477,-73.9611,United States,US,True,flexible,Entire home/apt,2022.0,395.0,79.0,30,9,2021-10-01,0,5.0,1.0,201,,2110
Deluxe Spacious One Bedroom In the Heart of NYC,25689929415,unconfirmed,Sara,Manhattan,Hell's Kitchen,40.75823,-73.99056,United States,US,True,strict,Entire home/apt,2010.0,110.0,22.0,30,62,2021-10-01,1,3.0,1.0,151,,2110
Harlem Hideaway Parlor Apartment,27130255507,unconfirmed,Dennis,Manhattan,Harlem,40.80553,-73.94815,United States,US,True,flexible,Entire home/apt,2018.0,998.0,200.0,30,11,2021-10-01,0,5.0,4.0,38,,2110
Modern & Stylish 1 Bed Manhattan w/ Private Garden,20646386670,verified,Lee,Manhattan,Inwood,40.86882,-73.92374,United States,US,False,moderate,Entire home/apt,2017.0,757.0,151.0,30,9,2021-10-01,0,3.0,2.0,258,,2110
A sweet cozy one bedroom in Crown Heights Brooklyn,8835915494,unconfirmed,Denna,Brooklyn,East Flatbush,40.6636,-73.93941,United States,US,False,moderate,Entire home/apt,2005.0,84.0,17.0,7,12,2021-10-01,0,3.0,1.0,22,,2110
Clean cozy room in Manhattan. 5 min to 135 St station,25155970579,verified,Kaz,Manhattan,Harlem,40.81606,-73.94209,United States,US,False,strict,Private room,2005.0,209.0,42.0,30,9,2021-10-01,0,3.0,161.0,321,,2110
Cozy & Modern Home Share for Young Professionals,25456245640,verified,Ollie,Brooklyn,Bedford-Stuyvesant,40.68741,-73.94946,United States,US,False,flexible,Private room,2018.0,1065.0,213.0,30,12,2021-10-01,0,3.0,12.0,260,,2110
Warm and Friendly Bronx Home,64085027635,unconfirmed,Harriet,Bronx,Edenwald,40.87941,-73.84292,United States,US,True,moderate,Private room,2014.0,984.0,197.0,30,15,2021-10-01,0,4.0,2.0,364,,2110
Luxury and comfort,56661123886,unconfirmed,Rushella,Brooklyn,Prospect-Lefferts Gardens,40.65985,-73.94791,United States,US,True,flexible,Private room,2007.0,339.0,68.0,3,3,2021-10-01,0,5.0,1.0,0,,2110
Private room in Bushwick Brooklyn,3785531210,verified,Kaz,Brooklyn,Bushwick,40.69669,-73.9297,United States,US,True,moderate,Private room,2011.0,1198.0,240.0,30,61,2021-10-01,1,3.0,1.0,40,,2110
"Newly built Apt in 2015, 3min to Subway",24321029485,unconfirmed,Momoyo,Queens,Elmhurst,40.74068,-73.87688,United States,US,False,moderate,Private room,2006.0,1000.0,200.0,30,3,2021-10-01,0,4.0,126.0,30,,2110
Serene & spacious Room w/ WiFi ->Midtown,32992386659,unconfirmed,Kaz,Queens,Sunnyside,40.73757,-73.92335,United States,US,True,strict,Private room,2009.0,251.0,50.0,30,3,2021-10-01,0,3.0,161.0,311,,2110
NYC cozy studio,70028809761,verified,Luping,Manhattan,Roosevelt Island,40.75923,-73.95378,United States,US,True,moderate,Entire home/apt,2018.0,737.0,147.0,30,42,2021-10-01,1,3.0,1.0,354,,2110
Bay Ridge House near park and water,49507771498,unconfirmed,Heather,Brooklyn,Bay Ridge,40.63728,-74.03287,United States,US,True,strict,Entire home/apt,2017.0,1035.0,207.0,11,12,2021-10-01,0,4.0,1.0,14,,2110
"Bright, lovely, quiet - 1BR Williamsburg, Brooklyn",24417511483,verified,Maxime,Brooklyn,Williamsburg,40.70933,-73.9493,United States,US,False,moderate,Entire home/apt,2020.0,507.0,101.0,30,7,2021-10-01,0,4.0,1.0,79,,2110
"Your bright, spacious & central Williamsburg home!",54036611452,unconfirmed,Erika,Brooklyn,Williamsburg,40.71533,-73.94853,United States,US,True,moderate,Private room,2005.0,727.0,145.0,2,38,2021-10-01,1,2.0,2.0,89,,2110
SPACIOUS 4BR/2BA APT W/PRIVATE OUTDOOR SPACE UWS,32470714587,verified,Inna,Manhattan,Upper West Side,40.799744,-73.961494,United States,US,True,moderate,Entire home/apt,2006.0,752.0,150.0,30,7,2021-10-01,0,2.0,32.0,250,,2110
(D) Spacious Studio Apt Minutes from Central Park,11283423737,unconfirmed,Isaac,Manhattan,East Harlem,40.7941,-73.9444,United States,US,False,strict,Entire home/apt,2021.0,771.0,154.0,30,5,2021-10-01,0,3.0,17.0,364,,2110
"Big, sunny , 3b , 3 min  to train 20 min to City",33313329772,verified,Ariel,Brooklyn,Crown Heights,40.67471,-73.95323,United States,US,True,flexible,Entire home/apt,2007.0,564.0,113.0,30,17,2021-10-01,0,3.0,1.0,79,,2110
All-inclusive Apt | Private Room in Coliving,15275511668,verified,Sharedeasy,Manhattan,Upper West Side,40.80028,-73.95967,United States,US,True,strict,Private room,2013.0,1178.0,236.0,30,4,2021-10-01,0,4.0,2.0,355,,2110
Wonderful studio in the UES (30 days MIN),76150847537,unconfirmed,The Local Stay,Manhattan,Upper East Side,40.7749,-73.95336,United States,US,True,moderate,Entire home/apt,2017.0,483.0,97.0,30,2,2021-10-01,0,5.0,48.0,330,,2110
Amazing UES 2 Bed w/ Laundry and Doorman  #6134,15019024181,verified,MyNyHousing,Manhattan,Upper East Side,40.77342,-73.95161,United States,US,True,strict,Entire home/apt,2011.0,597.0,119.0,30,6,2021-10-01,0,4.0,48.0,324,,2110
Big Bedroom New apartment in Williamsburg,10574046687,verified,Momoyo,Brooklyn,Williamsburg,40.70456,-73.94207,United States,US,False,strict,Private room,2015.0,826.0,165.0,30,3,2021-10-01,0,2.0,126.0,1,,2110
★☆Sunnyside☆★ Huge room + Renovated bath & Kitchen,12829490587,verified,Momoyo,Queens,Sunnyside,40.73969,-73.92783,United States,US,False,strict,Private room,2003.0,214.0,43.0,30,2,2021-10-01,0,4.0,126.0,0,,2110
Easy access to Manhattan : Nice Condition room,46809238265,verified,Hiroki,Queens,Jackson Heights,40.75235,-73.87853,United States,US,False,moderate,Private room,2008.0,297.0,59.0,30,2,2021-10-01,0,2.0,152.0,13,,2110
NYC Airbnb Shared apartment.,71133784876,verified,Louis,Brooklyn,Bedford-Stuyvesant,40.6951,-73.94558,United States,US,False,strict,Private room,2012.0,1100.0,220.0,30,2,2021-10-01,0,3.0,9.0,339,,2110
433 West 53-Furnished Cozy Apartment,50072226393,verified,Jeniffer,Manhattan,Hell's Kitchen,40.76524,-73.98926,United States,US,False,strict,Entire home/apt,2016.0,394.0,79.0,30,2,2021-10-01,0,3.0,186.0,338,,2110
Sunny Apartment in the heart of Greenpoint,88927340930,verified,Stephanie,Brooklyn,Greenpoint,40.72802,-73.9531,United States,US,True,strict,Entire home/apt,2005.0,1004.0,201.0,1,4,2021-10-01,0,3.0,1.0,49,,2110
1 Bedroom Condo Midtown 45 NYC,57621393255,verified,Alan,Manhattan,Midtown,40.75365,-73.97192,United States,US,True,strict,Entire home/apt,2003.0,239.0,48.0,3,12,2021-10-01,0,4.0,1.0,65,,2110
Entire Apart. Cozy Studio in a Private Townhouse,95504006729,unconfirmed,Rodrigo,Manhattan,Harlem,40.83057,-73.94701,United States,US,True,moderate,Entire home/apt,2020.0,497.0,99.0,30,4,2021-10-01,0,2.0,8.0,224,,2110
"Crisp Chelsea 1BR w/ Gym, walk to Penn Station & MSG, by Blueground",20052088242,verified,Blueground,Manhattan,Chelsea,40.75301,-73.995934,United States,US,True,flexible,Entire home/apt,2014.0,644.0,129.0,30,2,2021-10-01,0,2.0,332.0,294,,2110
New 3Br/2bathrooms apartment in Bed-Stuy,80703750255,verified,Kristina & Jack,Brooklyn,Bedford-Stuyvesant,40.68892,-73.93768,United States,US,True,flexible,Entire home/apt,2015.0,333.0,67.0,30,1,2021-10-01,0,5.0,33.0,363,,2110
New Luxury STUDIO Upper East Side ~W&D in unit~,88593625029,verified,Jt,Manhattan,Upper East Side,40.77307,-73.94984,United States,US,False,strict,Entire home/apt,2016.0,139.0,28.0,30,4,2021-10-01,0,2.0,59.0,103,,2110
1 BR Apt in Ridgewood - Bushwick,28305442557,verified,Jeremy,Queens,Ridgewood,40.69708,-73.90638,United States,US,True,strict,Entire home/apt,2011.0,801.0,160.0,30,2,2021-10-01,0,5.0,1.0,25,,2110
Shared Female Twin Room in Modern Serviced Apt,9788065652,unconfirmed,SharedEasy,Brooklyn,Bedford-Stuyvesant,40.69435,-73.93419,United States,US,False,moderate,Shared room,2009.0,765.0,153.0,35,1,2021-10-01,0,3.0,2.0,294,,2110
"Luxury building, gym, laundry, rooftop 6FL -#190",83476366240,verified,Eugene,Brooklyn,Bushwick,40.68968,-73.91937,United States,US,True,flexible,Private room,2015.0,176.0,35.0,90,2,2021-10-01,0,5.0,218.0,277,,2110
A COZY HOME! 🌈 LGBTQ FRIENDLY- PRIVATE BATHROOM,82609264809,unconfirmed,David,Brooklyn,Prospect-Lefferts Gardens,40.65583,-73.95192,United States,US,False,flexible,Private room,2004.0,171.0,34.0,1,22,2021-10-01,2,5.0,1.0,183,,2110
"Rockaway Surf Shack, 3 bedroom w/private entrance",69955248583,verified,Molly,Queens,Belle Harbor,40.57556,-73.84322,United States,US,True,flexible,Entire home/apt,2014.0,203.0,41.0,3,13,2021-10-01,1,5.0,1.0,97,,2110
Magnolia Terrace by Rove | Luxe Work/Live Williamsburg Townhouse,15971158677,unconfirmed,Rove,Brooklyn,Williamsburg,40.71522,-73.96205,United States,US,False,moderate,Entire home/apt,2009.0,295.0,59.0,30,17,2021-10-01,1,4.0,5.0,106,,2110
Entire Apartment: Clean & Cozy 1 BR,89633259530,unconfirmed,Kwam,Brooklyn,Bushwick,40.7055,-73.91841,United States,US,True,flexible,Entire home/apt,2008.0,480.0,96.0,30,1,2021-10-01,0,4.0,1.0,277,,2110
Bedroom in luxury upper west side apartment,83396261986,verified,Maegan,Manhattan,Upper West Side,40.80203,-73.96501,United States,US,False,flexible,Private room,2018.0,67.0,13.0,25,1,2021-10-01,0,5.0,3.0,0,,2110
Brand new private rooms looking for new habitants!,67790331986,unconfirmed,,Manhattan,Harlem,40.81983,-73.93989,United States,US,False,flexible,Private room,2021.0,127.0,25.0,30,1,2021-10-01,0,2.0,45.0,58,,2110
1- bedroom in a 3 bedroom apartment  1 share bath,32413916079,unconfirmed,Daniel,Brooklyn,Bushwick,40.69029,-73.91532,United States,US,True,strict,Shared room,2013.0,675.0,135.0,3,1,2021-10-01,0,4.0,2.0,365,,2110
“Rustic Urban Cocktail Retreat”: Bright Air Cozy,49444604864,unconfirmed,Paul,Brooklyn,Bedford-Stuyvesant,40.68322,-73.95626,United States,US,False,flexible,Entire home/apt,2003.0,491.0,98.0,3,1,2021-10-01,0,5.0,4.0,364,,2110
